page,file,bytes,sha256,width_px,height_px,ink_left_px,ink_top_px,ink_right_px,ink_bottom_px,outer_5px_ink
202,page-202.png,219373,a94122bba8a24c730500a5fb0e068f75db7389fbaf2904df9eee41b525fe01a2,935,1210,109,74,110,84,0
203,page-203.png,225471,60502aa1ec3dd8095e7e78f5e93bdf5842c39c162fbdc7ffea658ffdb85a1b60,935,1210,110,74,109,84,0
204,page-204.png,218291,a668c114d8f1224f005b5b40d0e6ac5085c754676acf1a1ba5b9c5d8464cbe16,935,1210,109,74,110,84,0
205,page-205.png,192012,59d3397ad47a404f148e545aaae98db5e6b382a8db31244300e2b9834aff928c,935,1210,110,74,109,84,0
206,page-206.png,210997,de59d2a925585605bbbee666024933f6f7be2da57e2f75423a1aec5a23c41b24,935,1210,109,74,109,63,0
207,page-207.png,118032,49837595234f0137f3fb960371c6aa439465607e8ede813e68bd49b53619ca64,935,1210,110,74,109,84,0
208,page-208.png,122273,85eb9f29a604e1c7ad3d651a3f6afd0b0021a48f8be128adcb943c4335e235c4,935,1210,110,74,110,83,0
209,page-209.png,117898,75d2cb53d5a7017916c70e2a8276052af11689a5d2cafe89fc5e0a7afe776da6,935,1210,110,74,110,84,0
210,page-210.png,84190,32789e5109ca9f78140b3227992a74316a756eb7f0becd42528342e80a273082,935,1210,110,74,110,499,0
211,page-211.png,347024,12800325251cc66e95cbea547f95022411aff9a86ab74c0149d886731599013b,935,1210,110,225,110,60,0
212,page-212.png,191100,201940acbe0f334f69cd7ddaef1188ff3c2e98e7f34d28cc919411de75b82d27,935,1210,110,74,110,652,0
213,page-213.png,279899,52a198753f5c72a4638904ccd1e57a647916cfdfd2c4e0b01f00da65c5644a46,935,1210,109,225,110,60,0
214,page-214.png,241693,c5cac0b6543d92d6b388bb06b360827606d436d1711b07b94b7be68a3efef573,935,1210,109,74,132,85,0
215,page-215.png,214658,6e495cc65836941068a9230ceaa67d27ffe59a2ab5c5a396ff30ed918298ff3c,935,1210,110,74,110,84,0
216,page-216.png,239164,ae385a4bfb0f0b9f846703d2d7b6bb84f6dc8584b30e69fa182395787f30cd7a,935,1210,110,74,110,85,0
217,page-217.png,207523,b2a5e809fd97278c24eb97540ecb7ed012aa95860bf7133d68fc85bf49aafecc,935,1210,110,74,111,85,0
218,page-218.png,215028,cfd97cf47e3db8101589825e4fe014c423efee3a92e1d7267646669b20393975,935,1210,110,74,130,85,0
219,page-219.png,198583,6c1a0f5d9810f1eeb11cffd06d2959deb7c8cdfa91c0c3cc26139752e43ce831,935,1210,110,74,110,85,0
220,page-220.png,192844,1a683e324ad58754335907793bcdf1c5895f1e72f1db1b15bde010ba665f4956,935,1210,110,74,182,85,0
221,page-221.png,214717,a7796831dcb91c7e384dd355d94d88a796b3c24d6747ba238e8e439105e98859,935,1210,109,74,110,85,0
222,page-222.png,187827,9cc2a07b02fff0ee423609f1fef65c960708d09d3d4c72c56a14bf4d3cd4a277,935,1210,110,74,153,85,0
223,page-223.png,250152,f5e260cd2833c4821f09621457e5a7e9b2db76ad5d8baa0ecbd468167cf5682c,935,1210,110,74,110,85,0
224,page-224.png,211555,0753c11ec93f8ff625a95a9a9e5ac143a29445655843213ccbc3dfc4334e2baf,935,1210,110,74,149,85,0
225,page-225.png,204937,dd3bfadf94b473253237f2585b4b3f5f4306851baab014738bddb8e5ff6602f0,935,1210,110,74,110,85,0
226,page-226.png,211274,ffab746ce5bd897f68e8493b3fcec20dbad72bb5ef21fa9efad806b881273600,935,1210,110,74,202,85,0
227,page-227.png,215344,4944ffa004fb42c022b2ee2734003b391e2344c05ec0d1a3519e94712b35e1fa,935,1210,110,74,111,85,0
228,page-228.png,192005,aa8e0859273761d8507da0758d634bf65a3b800372ed394b9de5b486129b035b,935,1210,110,74,132,85,0
229,page-229.png,212971,2998c63f9d455546ae85c8bfcec81e3a117d6f63f568d646abead3b0ec9a0329,935,1210,110,74,110,85,0
230,page-230.png,229346,d77f79490df79dff0b5450df311319994787315d2713da3f72fdc886ec3a42ea,935,1210,110,74,143,85,0
231,page-231.png,186017,aeb7dbfec94475f9cffe68671ca2e3598968936e034243684aa3f7774661c363,935,1210,110,74,110,85,0
232,page-232.png,74218,2c591cf4abd26170b2d4847927a0d0484bde8c8c97e7ea69ac360e5f20032799,935,1210,110,74,443,482,0
